21.6	31.991	-91.187	0	0	0	3	-9999	3
21.6	31.991	-91.187	2	2	0	208	-9999	348
21.6	31.991	-91.187	3	2	1	770	-9999	1001
21.6	31.991	-91.187	0	0	0	0	-9999	0
21.6	31.991	-91.187	0	0	0	0	-9999	0
21.6	31.991	-91.187	2	1	0	198	-9999	251
21.6	31.991	-91.187	0	0	0	0	-9999	0
21.6	31.991	-91.187	2	1	1	1560	-9999	1664
21.6	31.991	-91.187	2	2	2	732	-9999	1276
21.6	31.991	-91.187	3	1	0	137	-9999	365
3	29.9195	-90.1185	4	0	0	69	-9999	230
3	29.9195	-90.1185	4	0	0	99	-9999	252
3	29.9195	-90.1185	5	1	1	295	-9999	553
3	29.9195	-90.1185	4	1	1	1041	-9999	1213
3	29.9195	-90.1185	7	3	2	643	-9999	1523
3	29.9195	-90.1185	2	0	0	102	-9999	135
3	29.9195	-90.1185	3	2	2	305	-9999	648
3	29.9195	-90.1185	4	1	0	188	-9999	395
3	29.9195	-90.1185	4	2	1	617	-9999	870
3	29.9195	-90.1185	3	2	1	919	-9999	1234
3	29.9195	-90.1185	1	0	0	25	-9999	30
3	29.9195	-90.1185	5	4	1	277	-9999	826
3	30.3013	-93.2688	9	4	3	1016	-9999	2271
3	30.3013	-93.2688	4	1	0	216	-9999	417
3	30.3013	-93.2688	9	5	4	432	-9999	1948
3	30.3013	-93.2688	14	8	5	508	-9999	2939
3	30.3013	-93.2688	12	5	3	358	-9999	1690
3	30.3013	-93.2688	8	6	4	483	-9999	1893
3	30.3013	-93.2688	5	2	1	279	-9999	615
