10.7	30.4802	-90.9613	10	4	2	752	-9999	1848
10.7	30.4802	-90.9613	1	1	0	244	-9999	285
10.7	30.4802	-90.9613	6	2	0	224	-9999	569
10.7	30.4802	-90.9613	2	2	2	1562	-9999	2098
10.7	30.4802	-90.9613	3	1	1	737	-9999	798
10.7	30.4802	-90.9613	5	4	1	279	-9999	978
27.1	30.5441	-91.005	4	2	2	693	-9999	1222
27.1	30.5441	-91.005	6	3	0	152	-9999	676
27.1	30.5441	-91.005	8	4	2	287	-9999	1127
27.1	30.5441	-91.005	13	7	1	437	-9999	1876
27.1	30.5441	-91.005	11	4	2	295	-9999	1340
27.1	30.5441	-91.005	10	6	1	267	-9999	1364
27.1	30.5441	-91.005	6	4	1	335	-9999	1060
27.1	30.5441	-91.005	5	1	1	272	-9999	490
27.1	30.5441	-91.005	5	2	0	229	-9999	635
27.1	30.5441	-91.005	3	2	2	1453	-9999	2032
27.1	30.5441	-91.005	5	4	2	1224	-9999	2677
27.1	30.5441	-91.005	13	6	2	323	-9999	1667
2.4	29.9617	-90.0388	6	2	0	150	-9999	519
2.4	29.9617	-90.0388	11	3	2	470	-9999	1364
2.4	29.9617	-90.0388	12	9	2	762	-9999	3004
2.4	29.9617	-90.0388	4	2	2	300	-9999	686
2.4	29.9617	-90.0388	11	2	0	145	-9999	847
2.4	29.9617	-90.0388	6	3	1	622	-9999	1195
2.4	29.9617	-90.0388	5	2	0	180	-9999	551
2.4	29.9617	-90.0388	5	3	1	307	-9999	740
2.4	29.9617	-90.0388	3	2	2	960	-9999	1290
2.4	29.9617	-90.0388	3	2	2	699	-9999	1194
2.4	29.9617	-90.0388	4	4	3	528	-9999	1214
